,Unnamed: 0,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,mesh_convexity,ID,class
10,10,-0.40405128656143086,-0.4386447233459063,-0.16220929913165408,-0.4387927921391837,"[0.22324 0.21916 0.1283  0.09678 0.08528 0.07076 0.06402 0.05716 0.03934
 0.01596]","[0.36451943 0.41206544 0.17842536 0.04498978 0.         0.
 0.         0.         0.         0.        ]","[0.2418972  0.37503241 0.231386   0.09735325 0.03797595 0.01635519
 0.         0.         0.         0.        ]","[0.19972 0.55252 0.22048 0.02586 0.00142 0.      0.      0.      0.
 0.     ]","[4.6996e-01 4.9996e-01 2.9960e-02 1.2000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08563711410634753,-0.4231201979401641,-0.3379810678295618,590,handheld
11,11,-0.04825913487949837,-0.3413689286442974,-0.2014731054197616,-0.2917421617909537,"[0.13366 0.20704 0.18686 0.14432 0.12338 0.08338 0.05412 0.03734 0.02276
 0.00714]","[0.429451   0.35915854 0.16829143 0.03386352 0.00923551 0.
 0.         0.         0.         0.        ]","[0.17094085 0.46707614 0.19343517 0.11911219 0.03796913 0.01146652
 0.         0.         0.         0.        ]","[1.5960e-01 5.2196e-01 2.6348e-01 4.6160e-02 7.1200e-03 1.4200e-03
 2.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[3.5428e-01 5.3570e-01 1.0320e-01 6.6600e-03 1.6000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08567390122617155,-0.35116750370480376,-0.5447112161070813,1407,winged_vehicle
12,12,0.2956475803292481,0.743977317172286,-0.18555146428208738,0.7269268810651268,"[0.15474 0.19852 0.17986 0.14412 0.10894 0.08078 0.0612  0.04164 0.02274
 0.00746]","[0.096548   0.46601942 0.41208198 0.02535059 0.         0.
 0.         0.         0.         0.        ]","[0.10662784 0.23962343 0.30630074 0.23070786 0.0954385  0.02130163
 0.         0.         0.         0.        ]","[0.0594  0.31918 0.3609  0.1961  0.06054 0.00388 0.      0.      0.
 0.     ]","[0.16892 0.5421  0.27228 0.0167  0.      0.      0.      0.      0.
 0.     ]",-0.08661530524877875,-0.4884726163771267,1.0318083245118397,183,human
13,13,-0.28528451745698313,1.0479002376975564,-0.2009683750987183,0.5694501479516985,"[0.12556 0.20474 0.18492 0.1422  0.11124 0.09112 0.0696  0.04346 0.02172
 0.00544]","[0.11713996 0.59381339 0.23580122 0.05324544 0.         0.
 0.         0.         0.         0.        ]","[0.12035264 0.32515558 0.26426121 0.17388703 0.09258816 0.02375539
 0.         0.         0.         0.        ]","[0.069   0.33332 0.42858 0.16628 0.00282 0.      0.      0.      0.
 0.     ]","[0.20416 0.55434 0.23676 0.00474 0.      0.      0.      0.      0.
 0.     ]",-0.08671731533777349,-0.5751816395036541,1.5669570275693487,100,quadruped
14,14,-0.2767259798592623,-0.2004292826801891,-0.14239616427601626,-0.3362877465302237,"[0.28106 0.19012 0.10096 0.08452 0.09754 0.06796 0.05364 0.05372 0.0484
 0.02208]","[0.36814469 0.46091015 0.13827305 0.03267211 0.         0.
 0.         0.         0.         0.        ]","[0.27285053 0.33900941 0.22752831 0.10472165 0.04368719 0.0122029
 0.         0.         0.         0.        ]","[0.2506  0.55392 0.17542 0.01936 0.0007  0.      0.      0.      0.
 0.     ]","[5.2418e-01 4.5876e-01 1.6980e-02 8.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08609125920337932,-0.4615195852269356,-0.05197823765127563,591,handheld
15,15,-0.2567773842380036,-0.5108458751213503,-0.20092115038726735,-0.2950589648376717,"[0.14614 0.20442 0.1608  0.1359  0.11268 0.0815  0.06484 0.04862 0.0347
 0.0104 ]","[0.3393802  0.23582766 0.33862434 0.08314437 0.00302343 0.
 0.         0.         0.         0.        ]","[0.12064873 0.27004329 0.24432963 0.22318418 0.09605219 0.04574199
 0.         0.         0.         0.        ]","[0.10102 0.29942 0.32282 0.18392 0.0769  0.01456 0.00136 0.      0.
 0.     ]","[0.23784 0.44596 0.24024 0.06872 0.00724 0.      0.      0.      0.
 0.     ]",-0.08622818207392696,-0.4142519449244426,-0.7063138555008905,1408,winged_vehicle
16,16,-0.38224115348581583,-0.617649458524986,-0.2107414451137357,-0.08329563791479526,"[0.09958 0.17704 0.19072 0.1798  0.1446  0.09416 0.05726 0.03388 0.01732
 0.00564]","[0.07164053 0.4323866  0.42984315 0.06612972 0.         0.
 0.         0.         0.         0.        ]","[0.0685385  0.22188765 0.2899675  0.26559914 0.13328813 0.02071909
 0.         0.         0.         0.        ]","[3.7300e-02 2.3622e-01 3.5556e-01 2.4840e-01 1.0394e-01 1.8560e-02
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[1.0464e-01 3.9472e-01 3.6254e-01 1.2556e-01 1.2400e-02 1.4000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08664945701992033,-0.3111064454750156,-0.6045012187892664,1000,plant
17,17,0.8340006119015237,1.1916007161768782,-0.20841738575053448,1.057510195159945,"[0.119   0.17442 0.1985  0.17376 0.1229  0.08178 0.05808 0.0383  0.024
 0.00926]","[0.05549793 0.58143154 0.34284232 0.02022822 0.         0.
 0.         0.         0.         0.        ]","[9.24138481e-02 2.15838385e-01 4.18474793e-01 1.86303446e-01
 7.26707084e-02 1.39199107e-02 3.78908743e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[7.3020e-02 2.7774e-01 3.5934e-01 2.6396e-01 2.5900e-02 4.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.17784 0.45552 0.2859  0.0801  0.00064 0.      0.      0.      0.
 0.     ]",-0.08650926693238555,0.9703233175512936,0.5568959067379121,592,handheld
18,18,-0.6341195800176634,0.8168602777235839,-0.031325805257770054,-0.4046898243008958,"[0.28366 0.18702 0.09974 0.08006 0.07102 0.05808 0.06054 0.07178 0.06736
 0.02074]","[0.36092097 0.3018046  0.25700062 0.0802738  0.         0.
 0.         0.         0.         0.        ]","[0.20951336 0.31009174 0.25057838 0.11102912 0.0706422  0.04814519
 0.         0.         0.         0.        ]","[0.23908 0.49732 0.26262 0.00098 0.      0.      0.      0.      0.
 0.     ]","[0.52644 0.47206 0.0015  0.      0.      0.      0.      0.      0.
 0.     ]",-0.08658679028841286,-0.6054643241978408,0.7236426630104703,184,human
19,19,-0.10539368994580374,-0.6678691348179361,-0.19677155885765557,-0.46935383337695713,"[0.15308 0.2118  0.17156 0.13918 0.117   0.08168 0.05518 0.03712 0.02424
 0.00916]","[0.50391525 0.26301244 0.20036849 0.02533395 0.00736988 0.
 0.         0.         0.         0.        ]","[0.22149993 0.39601986 0.22209815 0.10538595 0.04512553 0.00987059
 0.         0.         0.         0.        ]","[1.6124e-01 4.6942e-01 2.6866e-01 6.9720e-02 2.6880e-02 3.8000e-03
 2.8000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[0.33884 0.53226 0.12092 0.00798 0.      0.      0.      0.      0.
 0.     ]",-0.08040278719298471,-0.5816019568895969,-0.8194848498552851,1409,winged_vehicle
20,20,-0.12135753715292208,-0.6577996684864532,-0.20284826295149322,-0.30247481406047755,"[0.1406  0.21162 0.17816 0.1309  0.10724 0.08068 0.06262 0.0467  0.03092
 0.01056]","[0.397463   0.42029598 0.14926004 0.03298097 0.         0.
 0.         0.         0.         0.        ]","[0.18761591 0.41657194 0.23824908 0.11731977 0.03501845 0.00522485
 0.         0.         0.         0.        ]","[1.4902e-01 4.9046e-01 2.9724e-01 5.9580e-02 3.5800e-03 1.2000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.36016 0.53976 0.09758 0.0025  0.      0.      0.      0.      0.
 0.     ]",-0.08583747626930012,-0.29075496818803964,-0.6798737570408879,1001,plant
21,21,0.2417673873015727,-0.5281479228557638,-0.1989082171091841,-0.19916673515843145,"[0.1596  0.20788 0.13318 0.12656 0.12312 0.083   0.06302 0.0534  0.03674
 0.0135 ]","[0.11737089 0.23675386 0.37357478 0.27230047 0.         0.
 0.         0.         0.         0.        ]","[0.0733848  0.21143758 0.2566174  0.13897034 0.13910997 0.14485469
 0.03562524 0.         0.         0.        ]","[4.4200e-02 2.4326e-01 3.3058e-01 2.4842e-01 1.1678e-01 1.6700e-02
 6.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]","[1.0828e-01 3.9990e-01 3.5792e-01 1.2026e-01 1.3480e-02 1.6000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08538067076663751,1.427113262472503,-0.7575744568084696,593,handheld
22,22,-0.6146744718201097,-0.05962342271475234,-0.12867954583677318,-0.39827757378342893,"[0.25962 0.18436 0.10542 0.08176 0.07588 0.06424 0.06424 0.07062 0.06836
 0.0255 ]","[0.38071625 0.35151515 0.1707989  0.0969697  0.         0.
 0.         0.         0.         0.        ]","[0.21886777 0.31095336 0.25657541 0.10628328 0.06171609 0.0456041
 0.         0.         0.         0.        ]","[2.2486e-01 5.1904e-01 2.4384e-01 1.2240e-02 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.50448 0.48094 0.01458 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08657248451728032,-0.5828733222280705,0.19001663288006704,185,human
23,23,-0.5919322086974884,-0.07850258842114333,-0.1452646425450763,-0.38999475452845117,"[0.24252 0.19308 0.10674 0.10242 0.08806 0.05998 0.05918 0.07042 0.05808
 0.01952]","[0.49109792 0.19436202 0.30464886 0.0098912  0.         0.
 0.         0.         0.         0.        ]","[0.21295225 0.33367905 0.30037098 0.08165463 0.05167737 0.01966572
 0.         0.         0.         0.        ]","[2.6684e-01 3.9750e-01 3.1588e-01 1.9760e-02 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[0.57634 0.39724 0.02642 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08655702031862074,-0.5640980912123745,0.2754790476727836,141,human
24,24,5.641121970586731,-0.775901158021581,-0.2127078838586396,-0.3347984798775113,"[0.08992 0.20112 0.22092 0.17084 0.1223  0.08426 0.05336 0.03284 0.01872
 0.00572]","[0.17581602 0.50890208 0.3152819  0.         0.         0.
 0.         0.         0.         0.        ]","[0.07668522 0.31509965 0.35563668 0.20380234 0.04550442 0.00327169
 0.         0.         0.         0.        ]","[0.0419  0.34818 0.42264 0.16294 0.02364 0.0007  0.      0.      0.
 0.     ]","[0.13992 0.51604 0.2986  0.04392 0.00152 0.      0.      0.      0.
 0.     ]",0.43537108132775104,-0.4451522142642163,-0.8750245831226959,1002,plant
25,25,1.1195548262537933,1.9901446121153303,-0.20027086043882997,0.986822752417993,"[0.14648 0.22608 0.1593  0.12332 0.10564 0.08124 0.06484 0.04854 0.03294
 0.01162]","[0.15220862 0.39276211 0.3688132  0.08621607 0.         0.
 0.         0.         0.         0.        ]","[0.08183577 0.29170074 0.297445   0.16961525 0.09998604 0.05658496
 0.00283224 0.         0.         0.        ]","[6.4920e-02 3.2098e-01 4.1660e-01 1.7388e-01 2.3560e-02 6.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[1.8038e-01 5.0290e-01 2.8430e-01 3.2240e-02 1.8000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08634653268679872,0.3467753516084314,1.167325195852655,594,handheld
26,26,-0.6366419553349166,0.2597285677689511,-0.07627033052201142,-0.4263949671426649,"[0.25348 0.17984 0.11986 0.09476 0.08502 0.07188 0.05904 0.06624 0.05414
 0.01574]","[0.26436782 0.57471264 0.07969349 0.08122605 0.         0.
 0.         0.         0.         0.        ]","[0.28518703 0.24648379 0.27954115 0.08536658 0.05380549 0.04961596
 0.         0.         0.         0.        ]","[0.26184 0.47772 0.24954 0.0109  0.      0.      0.      0.      0.
 0.     ]","[0.55314 0.43862 0.00824 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08654182623545624,-0.60801958796588,0.1827916855782473,186,human
27,27,-0.09483772940598166,-0.7700374797681901,-0.1986527510236413,-0.5041982513085087,"[0.16224 0.19414 0.17652 0.14164 0.11288 0.07944 0.05632 0.04098 0.02542
 0.01042]","[0.54114994 0.24633596 0.17080045 0.04171364 0.         0.
 0.         0.         0.         0.        ]","[0.25353461 0.37723094 0.20463836 0.12076495 0.03727042 0.00656071
 0.         0.         0.         0.        ]","[0.21718 0.47224 0.2348  0.05956 0.0155  0.00072 0.      0.      0.
 0.     ]","[0.44046 0.47818 0.07768 0.00368 0.      0.      0.      0.      0.
 0.     ]",-0.07217716765012022,-0.5782112782919134,-0.9174660872727689,1410,winged_vehicle
28,28,0.9407969511791541,-0.8673189218467621,-0.21332422501294374,-0.4886167304720077,"[0.1037  0.19612 0.2005  0.1685  0.1216  0.08484 0.05732 0.03824 0.0221
 0.00708]","[0.19399604 0.40555084 0.35174172 0.04871141 0.         0.
 0.         0.         0.         0.        ]","[0.07616693 0.27553686 0.33639064 0.22148226 0.07732339 0.01309991
 0.         0.         0.         0.        ]","[4.1200e-02 2.7606e-01 3.9404e-01 2.2556e-01 5.5220e-02 7.5600e-03
 3.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[1.2340e-01 4.7742e-01 3.2604e-01 6.7820e-02 5.2000e-03 1.2000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",0.012011294102574878,0.43772102460815226,-0.9914215803493981,1003,plant
29,29,2.041626793368532,0.21940580004860583,-0.20749639457117325,0.9776073657514662,"[0.11328 0.19762 0.17742 0.16618 0.1371  0.09154 0.0582  0.03538 0.01786
 0.00542]","[0.0744619  0.13379872 0.5008726  0.29086678 0.         0.
 0.         0.         0.         0.        ]","[0.05087348 0.14087428 0.23466417 0.2120493  0.17635211 0.14911056
 0.03519863 0.00087747 0.         0.        ]","[0.01734 0.12934 0.25082 0.28896 0.21586 0.0922  0.00548 0.      0.
 0.     ]","[0.0617  0.29026 0.36436 0.2196  0.06044 0.00364 0.      0.      0.
 0.     ]",-0.08554773760212915,2.0314675018470156,-0.20972393160732253,595,handheld
30,30,-0.022386442403557544,-0.09681988711645914,-0.13333412653836135,-0.07877299146147626,"[0.20944 0.19218 0.148   0.1064  0.08826 0.0708  0.06416 0.05632 0.04396
 0.02048]","[0.33374536 0.47466007 0.15760198 0.03399258 0.         0.
 0.         0.         0.         0.        ]","[0.20263667 0.40321905 0.24569696 0.10532719 0.03819382 0.0049263
 0.         0.         0.         0.        ]","[0.2227  0.43914 0.2645  0.07128 0.00238 0.      0.      0.      0.
 0.     ]","[0.5149  0.45342 0.0309  0.00078 0.      0.      0.      0.      0.
 0.     ]",-0.0863657068353372,-0.4207771170378481,0.06790235118110498,187,human
31,31,0.23908839020368775,1.6675600660939869,-0.19746284012869783,0.16470087759015123,"[0.1367  0.1898  0.20214 0.1584  0.11418 0.08224 0.05478 0.03342 0.0169
 0.01144]","[0.09849663 0.67858994 0.22032141 0.00259202 0.         0.
 0.         0.         0.         0.        ]","[0.13500469 0.31923253 0.39615868 0.11876982 0.02872016 0.00211412
 0.         0.         0.         0.        ]","[0.13568 0.35628 0.39816 0.10844 0.00144 0.      0.      0.      0.
 0.     ]","[2.8268e-01 5.5352e-01 1.6362e-01 1.8000e-04 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.08639451641652264,-0.4363542599208421,1.5422028097499336,1411,car
32,32,-0.1717869595526648,-0.7714522224492074,-0.21309489654905334,-0.3543357601252775,"[0.10476 0.19998 0.20716 0.15924 0.12152 0.08458 0.05762 0.03802 0.02092
 0.0062 ]","[0.25328407 0.48932677 0.25246305 0.00492611 0.         0.
 0.         0.         0.         0.        ]","[0.10338777 0.36282427 0.33630436 0.1641044  0.03282088 0.00055831
 0.         0.         0.         0.        ]","[0.08528 0.37068 0.37448 0.14232 0.02638 0.00086 0.      0.      0.
 0.     ]","[0.2075  0.53364 0.22708 0.03028 0.0015  0.      0.      0.      0.
 0.     ]",-0.08558957787822262,0.24142938500557737,-0.866248546774338,1004,plant
33,33,1.407836752676896,1.323394515812397,-0.20427245589985912,1.3584362253139306,"[0.12396 0.1967  0.13574 0.15904 0.1626  0.10976 0.05372 0.03262 0.0177
 0.00816]","[0.01216814 0.16814159 0.23119469 0.58849558 0.         0.
 0.         0.         0.         0.        ]","[5.87496261e-02 1.28168312e-01 2.41679131e-01 1.56825207e-01
 1.50762788e-01 1.79998006e-01 8.36374514e-02 1.79479509e-04
 0.00000000e+00 0.00000000e+00]","[0.04234 0.12504 0.19636 0.2356  0.28752 0.10972 0.00342 0.      0.
 0.     ]","[0.08204 0.2557  0.322   0.26136 0.07712 0.00178 0.      0.      0.
 0.     ]",-0.08636299081894551,2.724436769499311,0.23033374858140143,596,handheld
34,34,-0.10335845231227511,0.7860704032878801,-0.08353594355070272,-0.2781401433316869,"[0.23314 0.1852  0.1117  0.0849  0.10342 0.07916 0.0661  0.0666  0.05124
 0.01854]","[0.21846484 0.69779925 0.04884595 0.03488996 0.         0.
 0.         0.         0.         0.        ]","[0.25217877 0.31218714 0.22344096 0.16955507 0.0249287  0.01770935
 0.         0.         0.         0.        ]","[0.30382 0.48542 0.20794 0.00282 0.      0.      0.      0.      0.
 0.     ]","[0.61812 0.37952 0.00236 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08593127256141582,-0.5481930874858387,1.1860812060993189,188,human
35,35,0.118641271173148,-0.018410610380911158,-0.19520984755401652,-0.35672840794341076,"[0.12572 0.20142 0.1823  0.13678 0.1137  0.0909  0.06984 0.0466  0.0238
 0.00894]","[0.38912645 0.56872327 0.0415394  0.00061087 0.         0.
 0.         0.         0.         0.        ]","[0.18583082 0.4855097  0.25394419 0.06901091 0.0044877  0.00121667
 0.         0.         0.         0.        ]","[0.1493  0.53438 0.3044  0.01192 0.      0.      0.      0.      0.
 0.     ]","[0.3434  0.60134 0.05526 0.      0.      0.      0.      0.      0.
 0.     ]",-0.08380288362739464,-0.613429095731414,-0.02725221688947353,1412,car
36,36,-0.6880917322128627,-0.8007482131112595,-0.19594278323445122,-0.5152574194091171,"[0.16704 0.20294 0.15082 0.12034 0.09604 0.0838  0.07306 0.05682 0.0356
 0.01354]","[0.25869316 0.48719908 0.20175774 0.05235002 0.         0.
 0.         0.         0.         0.        ]","[1.50242230e-01 3.92810861e-01 2.40594908e-01 1.23706613e-01
 7.79321757e-02 1.46932754e-02 1.99366016e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","[0.09538 0.49958 0.33462 0.06718 0.00324 0.      0.      0.      0.
 0.     ]","[0.23606 0.62352 0.13866 0.00176 0.      0.      0.      0.      0.
 0.     ]",-0.08597093560932845,-0.11133886319527282,-0.9206004186605323,1005,plant
