,mesh_area,mesh_rectangularity,mesh_diameter,mesh_eccentricity,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,ID,class
14,0.5660344766192215,0.011158747566821843,1.0001766722034662,10.283303910066557,"[0.217335 0.149015 0.126086 0.102944 0.089478 0.066144 0.087455 0.053972
 0.060608 0.046963]",[0.    0.356 0.135 0.252 0.083 0.112 0.062 0.    0.    0.   ],[0.1317 0.1569 0.1687 0.1418 0.0766 0.1817 0.1029 0.0341 0.0056 0.    ],"[0.256688 0.347576 0.22864  0.099701 0.067395 0.       0.       0.
 0.       0.      ]","[0.453318 0.249766 0.21815  0.078766 0.       0.       0.       0.
 0.       0.      ]",149.5090000344762,583,eyeglasses
15,0.6425862878540842,0.013084295893122976,1.155979320961236,4.6606728250806935,"[0.331031 0.136997 0.125864 0.08435  0.066377 0.082569 0.047098 0.057059
 0.050768 0.017887]",[0.009 0.559 0.238 0.058 0.025 0.02  0.005 0.042 0.044 0.   ],[0.196  0.2702 0.1843 0.0628 0.0523 0.0594 0.0536 0.0714 0.0474 0.0026],"[9.57590e-02 1.99581e-01 2.70937e-01 2.34571e-01 1.01588e-01 9.74690e-02
 9.50000e-05 0.00000e+00 0.00000e+00 0.00000e+00]","[0.3296   0.422124 0.185648 0.053831 0.007883 0.000914 0.       0.
 0.       0.      ]",66.66720336103474,790,stool
16,1.7585028185828566,0.18846854573746977,1.0000004700663896,10.268175225505388,"[0.20061  0.148055 0.092413 0.088297 0.129986 0.155691 0.098527 0.04772
 0.029488 0.009213]",[0.009 0.32  0.348 0.069 0.141 0.113 0.    0.    0.    0.   ],"[2.331e-01 1.130e-01 1.305e-01 1.424e-01 1.422e-01 1.971e-01 3.930e-02
 2.300e-03 1.000e-04 0.000e+00]","[0.0649   0.280852 0.307147 0.292385 0.054716 0.       0.       0.
 0.       0.      ]","[6.11309e-01 3.11698e-01 7.21720e-02 4.73900e-03 8.20000e-05 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",15.215088138402777,1627,hat
17,1.108449104718047,0.0021095880646242113,1.1656993644336433,19.934341904636298,"[0.14173  0.198051 0.147301 0.118963 0.081686 0.068178 0.061891 0.069437
 0.086712 0.026051]",[0.344 0.17  0.093 0.112 0.208 0.028 0.045 0.    0.    0.   ],[0.1834 0.1531 0.1523 0.2239 0.1402 0.064  0.0484 0.0226 0.0077 0.0044],"[0.584956 0.1928   0.182186 0.034966 0.005092 0.       0.       0.
 0.       0.      ]","[6.37174e-01 2.68792e-01 8.14700e-02 1.25530e-02 1.10000e-05 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",86401.03844941246,10,butterfly
18,1.1427735243080799,0.09452690111703724,1.0031186372687928,132.48895459508168,"[0.054806 0.156196 0.359935 0.058011 0.064457 0.040806 0.013577 0.24271
 0.006014 0.002698]",[0.    0.69  0.021 0.051 0.098 0.087 0.038 0.    0.015 0.   ],[0.5157 0.0308 0.0109 0.0592 0.1614 0.1352 0.0547 0.0032 0.0289 0.    ],"[0.271437 0.338845 0.191787 0.091211 0.10672  0.       0.       0.
 0.       0.      ]","[6.87606e-01 2.29196e-01 7.91460e-02 4.02100e-03 3.10000e-05 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",26.543571659581485,1209,fighter_jet
19,4.090547861527578,0.019153095491503888,1.3551895315844202,7.379354677952645,"[0.153683 0.251611 0.174327 0.172478 0.093495 0.06199  0.046062 0.030183
 0.012779 0.003388]",[0.    0.    0.    0.287 0.316 0.219 0.172 0.006 0.    0.   ],[0.0411 0.0778 0.075  0.1141 0.0969 0.1339 0.1908 0.1485 0.0762 0.0312],"[0.055985 0.154878 0.251039 0.273109 0.202929 0.0579   0.00416  0.
 0.       0.      ]","[1.00130e-01 2.36982e-01 2.72848e-01 1.89537e-01 1.36402e-01 6.11330e-02
 2.90900e-03 5.90000e-05 0.00000e+00 0.00000e+00]",8713.24507126831,387,castle
20,2.1252734435255083,0.1744259136731212,1.0042217918891225,12.07482180814239,"[0.143609 0.184499 0.08719  0.060315 0.0619   0.095404 0.13577  0.130289
 0.079256 0.021768]",[0.145 0.438 0.311 0.067 0.019 0.019 0.001 0.    0.    0.   ],[0.1541 0.3445 0.2462 0.1583 0.0569 0.0282 0.0098 0.002  0.     0.    ],"[2.56297e-01 6.88719e-01 5.46850e-02 2.99000e-04 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]","[0.582156 0.401361 0.016483 0.       0.       0.       0.       0.
 0.       0.      ]",403.7294908165713,1435,ship
21,1.6421028281708603,0.15306895602946824,1.042868206137765,18.21629042781568,"[0.245832 0.14448  0.084627 0.082491 0.094194 0.080885 0.069408 0.088503
 0.081527 0.028053]",[0.038 0.336 0.224 0.196 0.167 0.039 0.    0.    0.    0.   ],[0.0845 0.2084 0.2293 0.1681 0.1232 0.0983 0.0441 0.0424 0.0017 0.    ],"[0.149576 0.487696 0.309837 0.049397 0.003494 0.       0.       0.
 0.       0.      ]","[0.509108 0.467353 0.023539 0.       0.       0.       0.       0.
 0.       0.      ]",43.40848367143099,193,human
22,1.1493178900456755,0.025750653732071065,1.370274061381153,16.387664093438207,"[0.286143 0.130675 0.10168  0.07454  0.080345 0.0717   0.063725 0.059174
 0.072075 0.059943]",[0.023 0.278 0.179 0.199 0.22  0.028 0.003 0.009 0.025 0.036],[0.1063 0.1813 0.1851 0.0876 0.1312 0.0849 0.0926 0.059  0.0326 0.0219],"[2.02347e-01 4.71973e-01 2.13465e-01 4.20460e-02 2.51960e-02 3.07650e-02
 1.40370e-02 1.71000e-04 0.00000e+00 0.00000e+00]","[5.73062e-01 2.99824e-01 5.83400e-02 5.49170e-02 1.38350e-02 2.20000e-05
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",236.99849830092222,584,eyeglasses
23,2.599658263244217,0.14948099658513286,1.227326721875638,3.56425647485641,"[0.090181 0.181396 0.117478 0.193145 0.166243 0.133515 0.046174 0.040125
 0.018151 0.013592]",[0.    0.    0.001 0.15  0.277 0.267 0.305 0.    0.    0.   ],[0.078  0.0247 0.0264 0.1299 0.1425 0.1672 0.0901 0.0602 0.1292 0.1407],"[0.096231 0.184178 0.083115 0.195237 0.216872 0.210109 0.014258 0.
 0.       0.      ]","[0.110017 0.20906  0.209304 0.129776 0.227028 0.107553 0.007262 0.
 0.       0.      ]",101.54225440089063,791,stool
24,4.727620661509756,0.04476677532705255,1.0007160538139677,1.6153056929717866,"[0.053636 0.134297 0.2525   0.219549 0.157418 0.108803 0.047621 0.018666
 0.00576  0.001638]",[0.    0.    0.453 0.176 0.25  0.121 0.    0.    0.    0.   ],[0.0391 0.0933 0.1273 0.1663 0.2559 0.1766 0.1045 0.0328 0.0042 0.    ],"[0.095341 0.227769 0.322512 0.25974  0.091776 0.002862 0.       0.
 0.       0.      ]","[7.07990e-02 3.19413e-01 4.04688e-01 1.73389e-01 3.15930e-02 1.18000e-04
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",2105.8764593166825,1628,hat
25,0.602638285732947,0.0247941553440581,1.023703463050702,34.84878155653884,"[0.340363 0.21283  0.138945 0.075719 0.054559 0.036484 0.034666 0.040749
 0.045389 0.020189]",[0.134 0.226 0.177 0.353 0.105 0.005 0.    0.    0.    0.   ],[0.1409 0.1819 0.2198 0.2107 0.1258 0.0773 0.0329 0.0104 0.0003 0.    ],"[0.364603 0.474422 0.11462  0.046355 0.       0.       0.       0.
 0.       0.      ]","[6.14858e-01 3.54194e-01 3.08330e-02 1.15000e-04 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",85.47292427291754,1212,fighter_jet
26,1.150687783778258,0.2728993955494277,1.0039790492699536,7.5570753887021525,"[0.16541  0.15276  0.103765 0.08433  0.083799 0.104086 0.138482 0.110897
 0.048775 0.007696]",[0.    0.174 0.281 0.345 0.103 0.097 0.    0.    0.    0.   ],[0.064  0.1371 0.2453 0.192  0.1424 0.1055 0.0636 0.0456 0.0045 0.    ],"[0.118546 0.221423 0.37682  0.276952 0.006259 0.       0.       0.
 0.       0.      ]","[1.04177e-01 4.39773e-01 4.19379e-01 3.66670e-02 4.00000e-06 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",3.1156548323330293,100,pig
27,0.446051383333365,0.24888010394925567,1.000172669887055,38.45307563291607,"[0.3731   0.128099 0.062453 0.056395 0.058463 0.059687 0.057471 0.077594
 0.098326 0.028412]",[0.418 0.297 0.139 0.074 0.064 0.008 0.    0.    0.    0.   ],[0.307  0.2918 0.1889 0.1083 0.0699 0.0192 0.0104 0.0023 0.0022 0.    ],"[0.637059 0.360415 0.002526 0.       0.       0.       0.       0.
 0.       0.      ]","[0.922207 0.077793 0.       0.       0.       0.       0.       0.
 0.       0.      ]",16.989416167423908,1436,ship
28,9.173507042181484,0.13580560634439057,1.1880402007865727,4.5817191401398265,"[0.254562 0.131148 0.142521 0.131941 0.12028  0.088683 0.055588 0.036144
 0.026234 0.012889]",[0.    0.047 0.233 0.323 0.288 0.077 0.031 0.001 0.    0.   ],[0.0846 0.1606 0.1174 0.1144 0.1382 0.1649 0.145  0.0638 0.0104 0.0007],"[0.121637 0.260478 0.306644 0.192067 0.080434 0.03633  0.00241  0.
 0.       0.      ]","[3.55300e-01 4.43696e-01 1.52059e-01 3.45060e-02 1.20740e-02 2.35500e-03
 1.00000e-05 0.00000e+00 0.00000e+00 0.00000e+00]",1288.1037308721175,389,church
29,0.6667259534030906,0.010296909724827576,1.2963326524592367,10.625119506874835,"[0.32995  0.18573  0.102461 0.086823 0.05859  0.079928 0.058684 0.04299
 0.036969 0.017875]",[0.01  0.226 0.336 0.23  0.052 0.006 0.013 0.04  0.022 0.065],[0.1035 0.2085 0.1617 0.1157 0.0895 0.059  0.0586 0.0599 0.0799 0.0468],"[0.228706 0.482494 0.124487 0.107674 0.045764 0.003409 0.007466 0.
 0.       0.      ]","[0.497944 0.246472 0.134012 0.09735  0.023148 0.001074 0.       0.
 0.       0.      ]",328.37818640833655,585,eyeglasses
30,1.1071677261103554,0.21300794791139321,1.0015515753899047,36.796133656877004,"[0.196943 0.188649 0.163035 0.125276 0.091299 0.062758 0.05987  0.051102
 0.041606 0.019455]",[0.044 0.497 0.134 0.125 0.183 0.017 0.    0.    0.    0.   ],[0.1117 0.2109 0.2578 0.2031 0.117  0.0515 0.0286 0.0159 0.0035 0.    ],"[0.113064 0.462573 0.393155 0.031208 0.       0.       0.       0.
 0.       0.      ]","[6.72011e-01 3.27831e-01 1.58000e-04 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",46.336047253174115,194,human
31,0.8591683937154909,0.050560746603982604,1.0028167027533,5.096441264978103,"[0.110449 0.206711 0.212273 0.151017 0.109114 0.097134 0.062131 0.034815
 0.012154 0.004202]",[0.061 0.19  0.397 0.308 0.    0.009 0.035 0.    0.    0.   ],[0.067  0.1627 0.2741 0.2691 0.1318 0.065  0.0124 0.0125 0.0054 0.    ],"[0.097114 0.297657 0.452815 0.152414 0.       0.       0.       0.
 0.       0.      ]","[0.233785 0.520207 0.244149 0.001859 0.       0.       0.       0.
 0.       0.      ]",34.58372486813745,792,desk_chair
32,0.6906607267008744,0.04241420883632512,1.00097624523562,54.915034330152736,"[0.046969 0.190593 0.166119 0.188329 0.093358 0.087739 0.102419 0.076568
 0.037279 0.010612]",[0.192 0.276 0.146 0.18  0.175 0.031 0.    0.    0.    0.   ],[0.1747 0.2196 0.2093 0.1599 0.1096 0.0718 0.0363 0.0138 0.005  0.    ],"[0.445212 0.516871 0.035339 0.002578 0.       0.       0.       0.
 0.       0.      ]","[0.373855 0.578907 0.04629  0.000948 0.       0.       0.       0.
 0.       0.      ]",105.91938654420414,1214,fighter_jet
33,2.5402073336768853,0.05022549137614641,1.001397571098013,5.200159771106016,"[0.083701 0.176748 0.205711 0.173261 0.139931 0.10034  0.059735 0.040775
 0.016442 0.003349]",[0.    0.065 0.516 0.134 0.212 0.073 0.    0.    0.    0.   ],[0.0453 0.0995 0.2004 0.2466 0.2009 0.1234 0.06   0.0208 0.0031 0.    ],"[0.055599 0.27848  0.476978 0.169517 0.019426 0.       0.       0.
 0.       0.      ]","[0.099674 0.36421  0.377198 0.155264 0.003654 0.       0.       0.
 0.       0.      ]",1046.502168325159,1629,hat
34,1.2125715699674657,0.3114373741188679,1.0033090647901073,67.83415836862524,"[0.320571 0.106534 0.08968  0.097664 0.068103 0.052665 0.056098 0.069889
 0.099349 0.039446]",[0.059 0.186 0.2   0.15  0.256 0.149 0.    0.    0.    0.   ],[0.1629 0.2331 0.1313 0.0641 0.079  0.1114 0.113  0.089  0.0162 0.    ],"[0.149686 0.375224 0.473381 0.001709 0.       0.       0.       0.
 0.       0.      ]","[0.546092 0.434405 0.019503 0.       0.       0.       0.       0.
 0.       0.      ]",91.02388641665866,1438,ship
35,0.737172348206095,0.04143702827353959,1.0005175003337023,25.038308728048634,"[0.230876 0.133208 0.066818 0.056315 0.052257 0.041341 0.052434 0.127569
 0.143076 0.096104]",[0.297 0.196 0.217 0.201 0.023 0.066 0.    0.    0.    0.   ],[0.2055 0.2351 0.2448 0.1134 0.1135 0.0652 0.018  0.0038 0.0007 0.    ],"[5.31433e-01 3.87838e-01 5.47100e-02 1.65460e-02 9.45100e-03 2.20000e-05
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]","[6.27056e-01 3.53618e-01 1.90520e-02 2.74000e-04 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",53.20291927392259,39,flying_bird
36,0.586238839227488,0.11987031852021489,1.0124198804863525,35.317730114602874,"[0.332753 0.167081 0.08272  0.059728 0.053709 0.062213 0.079003 0.080819
 0.058635 0.023339]",[0.1   0.262 0.254 0.235 0.106 0.043 0.    0.    0.    0.   ],[0.1151 0.251  0.2048 0.1613 0.1145 0.0816 0.0498 0.0203 0.0016 0.    ],"[0.209472 0.60717  0.175103 0.008255 0.       0.       0.       0.
 0.       0.      ]","[4.41789e-01 5.18797e-01 3.90110e-02 4.03000e-04 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",11.875486142369905,195,human
37,0.3545162423470261,0.005782096451429986,1.3039279442476872,17.127279828847897,"[0.317526 0.150795 0.090054 0.101543 0.09947  0.094698 0.075244 0.039825
 0.022612 0.008231]",[0.    0.36  0.22  0.124 0.139 0.    0.    0.051 0.086 0.02 ],[0.1399 0.208  0.1589 0.0834 0.0653 0.0241 0.0327 0.1025 0.1264 0.0419],"[0.313302 0.345046 0.159604 0.102779 0.050605 0.013289 0.015375 0.
 0.       0.      ]","[0.434262 0.248407 0.186394 0.102669 0.026869 0.001399 0.       0.
 0.       0.      ]",153.27389148393004,586,eyeglasses
38,2.8477120595924283,0.10238191086922108,1.271479217660281,3.307625396223291,"[0.159545 0.149778 0.163348 0.162236 0.180052 0.092186 0.045251 0.027711
 0.013954 0.005561]",[0.039 0.07  0.285 0.442 0.134 0.02  0.    0.01  0.    0.   ],[0.0724 0.1031 0.1702 0.2295 0.1802 0.1942 0.0348 0.0109 0.0043 0.0003],"[8.21660e-02 2.58499e-01 3.36518e-01 2.67679e-01 4.99150e-02 5.05700e-03
 1.64000e-04 0.00000e+00 0.00000e+00 0.00000e+00]","[1.46519e-01 4.11892e-01 3.21373e-01 1.07515e-01 1.22080e-02 4.83000e-04
 1.00000e-05 0.00000e+00 0.00000e+00 0.00000e+00]",38.10329654289948,793,desk_chair
39,1.649045693310255,0.027506447350410284,1.0255827198768512,1.877986474445277,"[0.102513 0.241608 0.212285 0.17003  0.12038  0.070939 0.04242  0.024607
 0.011752 0.003466]",[0.008 0.154 0.303 0.335 0.135 0.031 0.034 0.    0.    0.   ],[0.0305 0.1226 0.2025 0.2292 0.2025 0.1294 0.0643 0.0183 0.0007 0.    ],"[0.056294 0.397771 0.480442 0.064821 0.000672 0.       0.       0.
 0.       0.      ]","[4.95430e-02 2.70445e-01 4.17155e-01 2.35842e-01 2.70080e-02 7.00000e-06
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",119.22384075114627,1000,potted_plant
40,0.6752393962380746,0.047344702746813856,1.0149834095284513,64.19271269837326,"[0.412287 0.182836 0.069992 0.062073 0.052002 0.051257 0.041761 0.068285
 0.046692 0.012815]",[0.181 0.205 0.177 0.157 0.267 0.013 0.    0.    0.    0.   ],[0.1776 0.2046 0.1696 0.1583 0.1163 0.0811 0.0521 0.0393 0.0011 0.    ],"[4.03642e-01 5.55707e-01 3.30420e-02 7.34700e-03 2.62000e-04 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]","[6.46909e-01 3.47409e-01 5.67200e-03 1.00000e-05 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]",60.629449084656954,1216,fighter_jet
41,0.5774845577108806,0.32404175305384425,1.0052362661807421,116.9274132560335,"[0.290134 0.091756 0.101703 0.077737 0.18152  0.069593 0.059147 0.053788
 0.053679 0.020925]",[0.005 0.018 0.27  0.329 0.183 0.176 0.019 0.    0.    0.   ],[0.4018 0.0914 0.0141 0.0211 0.0197 0.0133 0.2014 0.2292 0.008  0.    ],"[2.64209e-01 6.02116e-01 1.33662e-01 1.30000e-05 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00]","[0.602087 0.39676  0.001153 0.       0.       0.       0.       0.
 0.       0.      ]",6.761190707397084,163,human
